Position Name,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,"ID",Posted At,Scraped At,Short Description,External Apply Link
Planner - Corporate Office Cape Town,,,,The Building Company,Zamfara,,https://ng.indeed.com/rc/clk?jk=fbab870d7939184b&fccid=08050b38057a0742&vjs=3,fbab870d7939184b,PostedPosted 3 days ago,2023-11-21T10:47:22.197Z,"To monitor, analyse, interpret, and mine all sources of relevant data to develop a comprehensive understanding of the business needs around the category and…",ng.indeed.com/applystart?jk=fbab870d7939184b
Business Development (Nigeria),,,,TotalEnergies,Abuja,,https://ng.indeed.com/rc/clk?jk=5cd6613754092904&fccid=69dbe38049ba4f7f&vjs=3,5cd6613754092904,PostedPosted 23 days ago,2023-11-21T10:47:22.197Z,"TotalEnergies Renewables Development Middle East.
 Appuyez sur les touches espace ou entrée pour alterner la visibilité de la section.
 A MBA is a plus.",ng.indeed.com/applystart?jk=5cd6613754092904
MONIEPOINT CUSTOMER SUCCESS OGUN STATE,,,,Moniepoint Inc,Nigeria,,https://ng.indeed.com/rc/clk?jk=927606b0a304a669&fccid=515a2c959c12a211&vjs=3,927606b0a304a669,PostedJust posted,2023-11-21T10:47:22.197Z,"MONIEPOINT CUSTOMER SUCCESS OGUN STATE.
 Rest of Nigeria Full Time.
 Moniepoint is a financial technology company digitizing Africaâs real economy by building a…",ng.indeed.com/applystart?jk=927606b0a304a669
Field Verification Officer (Yobe State),,,,Moniepoint,Damaturu,,https://ng.indeed.com/rc/clk?jk=4bb05cf501bf3fba&fccid=515a2c959c12a211&vjs=3,4bb05cf501bf3fba,PostedPosted 24 days ago,2023-11-21T10:47:22.198Z,"As a field verification officer, you would be responsible for carrying out different kinds of field verifications leveraging on your experience and our standard…",ng.indeed.com/applystart?jk=4bb05cf501bf3fba
Business officer/marketers,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦198,000 a month",Full-time,,Savana Smart Homes,Ibadan,,https://ng.indeed.com/company/Savana-Smart-Homes/jobs/Business-a4b30ee6582e7e52?fccid=b94c11a8ca203e39&vjs=3,a4b30ee6582e7e52,PostedToday,2023-11-21T10:47:22.198Z,"Maintaining a healthy relationship with the clients.
 Answering client’s questions in a professional manner.
 Ensuring the company meets the sales targets.",ng.indeed.com/applystart?jk=a4b30ee6582e7e52
Store Keeper,,,,Best service Raya,Edo,,https://ng.indeed.com/rc/clk?jk=d1a04591161cf731&fccid=b6bcfad4e9b716db&vjs=3,d1a04591161cf731,PostedPosted 12 days ago,2023-11-21T10:47:22.198Z,"Rest of Nigeria (Edo) Full Time.
 IT & Telecoms NGN 75,000 - 150,000 Negotiable.
 We seek to hire a suitable candidate to fill this position.",ng.indeed.com/applystart?jk=d1a04591161cf731
Business Strategy Analyst,,,,NoemDek,Lagos,,https://ng.indeed.com/rc/clk?jk=0e6fc7247d65f604&fccid=554197db889d39d9&vjs=3,0e6fc7247d65f604,PostedPosted 15 days ago,2023-11-21T10:47:22.199Z,"NoemDek Limited is a diversified holding firm with subsidiaries in upstream oil/gas servicing, power, technology and real estate.
 Minimum Typing speed of 45WPM.",ng.indeed.com/applystart?jk=0e6fc7247d65f604
Bartender,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦150,000 a month",Full-time,,West Africa Vocational Education (WAVE),Lekki,,https://ng.indeed.com/company/West-Africa-Vocational-Education-(WAVE)/jobs/Bartender-a4777dede5438201?fccid=ce445a2c792dc459&vjs=3,a4777dede5438201,PostedJust posted,2023-11-21T10:47:22.199Z,"Our Client, a top Restaurant located in Victoria Island is looking to hire a passionate Bartender who can deliver exceptional service to it's guests.",ng.indeed.com/applystart?jk=a4777dede5438201
Payroll Supervisor,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦500,000 a month",Full-time,,Lontor Hi-Tech,Lagos,,https://ng.indeed.com/company/Lontor-Hi--Tech/jobs/Payroll-Supervisor-6e9a377a4f425f78?fccid=8b21098982ba5bbc&vjs=3,6e9a377a4f425f78,PostedPosted 3 days ago,2023-11-21T10:47:22.199Z,"Overseeing the day-to-day operations of the payroll department, including the processing of monthly payrolls and related reports.",ng.indeed.com/applystart?jk=6e9a377a4f425f78
Finance and Administration Officer - Kano,,,,BURN MANUFACTURING,Kano,,https://ng.indeed.com/rc/clk?jk=1e1c332f626bbf1e&fccid=c256ad83dc8abde1&vjs=3,1e1c332f626bbf1e,PostedPosted 30+ days ago,2023-11-21T10:47:22.199Z,"BURN is the largest vertically integrated modern cookstove company in the world, providing world-class R&D, manufacturing, and carbon offset projects from our…",ng.indeed.com/applystart?jk=1e1c332f626bbf1e
Employé Polyvalent (F/H) – Aix-En-Provence – La Duranne,,,,Appart'city,Lagos,,https://ng.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0SV4DgYhb81GT0p_rbfz7YYgnB2uVVPnvwqkWvtJaIYdYQTxOQpnMyNcKPtpvmWqT4zCWXYdSIrsWDxr8Sk7uVL3q9GZvxjJOiKNFcTLu1UNGWPequUJKdYEJbhx3LhvOZQftvjTaPdvK2LbKIgPokmqcBtydUCwc7zm3WiAgh3VpbMhPXFibg97Z_684G6z-5x7ojv0LTLhjelr3syRPez2oXnuCSzU1gx2VgNcOP2sw3m3LqLBXuDKpdXiCe0M2xOw_GXKTW7XlSxFAV0SF2Ll4tplf3c0wG6NGJIHExoBM3LDothOvrjtx869EKvyenw2A-UqsZIEag9_AhwRXH73VQoFPBDo8Rkp8vrrl-_a2A741Xyw6PzpcjETt7JIcLQUr6fDfg2RBX2ToFRbn8sME8SL5uADK7c2RrZ-vN6lhWOLgGZGKPuBBE9bYV8PFm_4Wzp9WLj6F12CswjINKm1XJouVaHt6RmpXkqr9KQQVgBshWwDTv8oGAGwhNKLBG-tkvBw7lX_peI4VDqB7usJB7vEBUGzaf_WYJ8ocuI74tRorPd50PP-WOvEDM9Jgj2sufHliCgrexSOyYYmngEjUTCua7cgeU4JLnHac1rI_-_ShODA-&xkcb=SoBz-_M3I4nh6BwHHx0GbzkdCdPP&p=12&fvj=0&vjs=3,15f75d1edc573188,PostedPosted 30+ days ago,2023-11-21T10:47:22.200Z,"Type de contrat CDD Temps partiel.
 Localisations Aix-En-Provence – La Duranne.
 Rejoindre Appart’City, c’est avant tout intégrer une aventure humaine.",ng.indeed.com/applystart?jk=15f75d1edc573188
FRONT DESK REPRESENTATIVE,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 - ₦80,000 a month",Full-time,,HRONWHEELS,Lagos,,https://ng.indeed.com/company/HrOnWheels/jobs/Front-Desk-Agent-ee59b43883c0aef5?fccid=9a3b63470218f7f8&vjs=3,ee59b43883c0aef5,EmployerActive 4 days ago,2023-11-21T10:47:22.200Z,"Ikeja, Lagos Nigeria |Full time.
 Our client a skincare and cosmetic company is looking to hire a Front Desk Representative who will be responsible for…",ng.indeed.com/applystart?jk=ee59b43883c0aef5
Financial Analyst,,,,0x,Nigeria,,https://ng.indeed.com/rc/clk?jk=b661702cb92aec7d&fccid=39ce61b8fafdd960&vjs=3,b661702cb92aec7d,PostedToday,2023-11-21T10:47:22.200Z,"Remote (Work From Home) Full Time.
 We’re looking for a finance professional with a deep interest and passion for the decentralized finance industry.",ng.indeed.com/applystart?jk=b661702cb92aec7d
Project Manager,,,,Tenece Professional Services Limited,Lagos,,https://ng.indeed.com/company/Tenece-Professional-Services-Limited/jobs/Project-Manager-a59ea8a94056d011?fccid=98db3d18214cf0f6&vjs=3,a59ea8a94056d011,EmployerActive 3 days ago,2023-11-21T10:47:25.163Z,"The Project Manager will be responsible for pre-, during and post-project activities including scoping, implementation, monitoring, management, documentation…",ng.indeed.com/applystart?jk=a59ea8a94056d011
NYSC - IT Services Intern,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦50,000 a month",Internship,,Tenece Professional Services Limited,Lagos,,https://ng.indeed.com/company/Tenece-Professional-Services-Limited/jobs/Information-Technology-Intern-4d79a2ef31acc2a1?fccid=98db3d18214cf0f6&vjs=3,4d79a2ef31acc2a1,EmployerActive 3 days ago,2023-11-21T10:47:25.163Z,"We are seeking a highly skilled and customer-focused NYSC IT Services Support to join our IT department.
 In this role, you will be responsible for providing…",ng.indeed.com/applystart?jk=4d79a2ef31acc2a1
Onboarding Specialist - Abuja,,,,Orda Africa,Abuja,,https://ng.indeed.com/company/Orda-Africa/jobs/Onboarding-Manager-6c2b793c930140d2?fccid=2b9b578c53b5f7d9&vjs=3,6c2b793c930140d2,EmployerActive 2 days ago,2023-11-21T10:47:25.164Z,"Orda Africa is Africa’s operating system to power food businesses on the continent.
 We build systems to enable restaurants process orders, accept payments,…",ng.indeed.com/applystart?jk=6c2b793c930140d2
Formula Chemist,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 - ₦150,000 a month",Full-time,,TeamAce,Lagos,,https://ng.indeed.com/company/TeamAce/jobs/Chemist-00b9905a4f18ea17?fccid=88a21ca707a202b5&vjs=3,00b9905a4f18ea17,EmployerActive 6 days ago,2023-11-21T10:47:25.165Z,"- Developing samples for use by focus groups or in clinical trials.
 -Helping to manage clinical trials, pilot studies, and panel tests.",ng.indeed.com/applystart?jk=00b9905a4f18ea17
Administrative Officer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦180,000 a month",Full-time,,WorQulture,Lagos,,https://ng.indeed.com/company/Worqulture/jobs/Administrative-Officer-966ddbc153f2921e?fccid=bf57189628ef38ff&vjs=3,966ddbc153f2921e,EmployerActive 6 days ago,2023-11-21T10:47:25.165Z,The ideal candidate will play a crucial role in providing administrative support and serving as the first point of contact for clients and visitors.,ng.indeed.com/applystart?jk=966ddbc153f2921e
Personal Driver/Personal Assistant,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 a month",Full-time,,21search,Lagos,,https://ng.indeed.com/company/21SEARCH/jobs/Personal-Assistant-86c05e629169a15a?fccid=edc1fe3e1451a915&vjs=3,86c05e629169a15a,EmployerActive 13 days ago,2023-11-21T10:47:25.166Z,"Using navigation apps to determine the best route.
 Pay attention to weather conditions to avoid delays.
 Ensure that the car is clean at all times by washing…",ng.indeed.com/applystart?jk=86c05e629169a15a
CASHIER - IKEJA,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦45,000 a month",Full-time,,Uncle Stan's food,Ikeja,,https://ng.indeed.com/company/Uncle-Stan's-food/jobs/Cashier-28bdb0f5b4482861?fccid=f85d1bbf63c6e4a7&vjs=3,28bdb0f5b4482861,EmployerActive 3 days ago,2023-11-21T10:47:25.166Z,"We looking for an efficient, courteous cashier who possesses excellent customer service skills to provide great customer service in other to ensure customers…",ng.indeed.com/applystart?jk=28bdb0f5b4482861
WAITRESS,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 a month",Full-time,,West Africa Vocational Education (WAVE),Lagos,,https://ng.indeed.com/company/West-Africa-Vocational-Education-(WAVE)/jobs/Server-ae24804bd88f4eac?fccid=ce445a2c792dc459&vjs=3,ae24804bd88f4eac,EmployerActive 3 days ago,2023-11-21T10:47:25.166Z,"We are looking for a skilled Waiter or Waitress to take orders and deliver food and beverages to our customers.
 1.Greet and escort customers to their tables.",ng.indeed.com/applystart?jk=ae24804bd88f4eac
