Position Name,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,"ID",Posted At,Scraped At,Short Description,External Apply Link
REGIONAL MANAGER (SOUTH WEST),".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦750,000 - ₦1,000,000 a month",Full-time,,TeamAce,Ibadan,,https://ng.indeed.com/company/TeamAce/jobs/Regional-Manager-7d2c1377f6928794?fccid=88a21ca707a202b5&vjs=3,7d2c1377f6928794,EmployerActive 2 days ago,2023-11-21T10:48:19.028Z,"As a Regional Manager you shall oversee multiple commercial establishments within a specified region.
 Their primary duties include hiring and training Managers,…",ng.indeed.com/applystart?jk=7d2c1377f6928794
Warehouse Assistant,,,,Figtree Company,Lagos,,https://ng.indeed.com/rc/clk?jk=7ddb3af06b48b74c&fccid=02454d092db71cf8&vjs=3,7ddb3af06b48b74c,PostedPosted 30+ days ago,2023-11-21T10:48:19.029Z,"As the Warehouse Assistant, it is your responsibility to support the daily operations of the warehouse facility.",ng.indeed.com/applystart?jk=7ddb3af06b48b74c
Sales Coordinator-FMCG (M0WE),,,,Ascentech Services Ltd,Abeokuta,,https://ng.indeed.com/company/Ascentech-Services-Ltd/jobs/Sales-Coordinator-66cdca0ea0f53ef1?fccid=f0e84bc88bd76fbe&vjs=3,66cdca0ea0f53ef1,EmployerActive 14 days ago,2023-11-21T10:48:19.029Z,"Coordinate between sales, Production, Account & dispatch.
 Prepare quotation based on the directions of (Sales Manager) & other sales team members.",ng.indeed.com/applystart?jk=66cdca0ea0f53ef1
PERSONAL ASSISTANT,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦80,000 - ₦100,000 a month",Full-time,,Kanselor Vacancy,Lagos,,https://ng.indeed.com/company/Kanselor-Vacancy/jobs/Personal-Assistant-bd11261c8692ee95?fccid=4e0bf5f5c3429981&vjs=3,bd11261c8692ee95,EmployerActive 5 days ago,2023-11-21T10:48:19.030Z,"Act as the point of contact between the manager and internal/external clients.
 Screen and direct phone calls and distribute correspondence.",ng.indeed.com/applystart?jk=bd11261c8692ee95
EQUITY RESEARCH ANALYST,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 - ₦200,000 a month",Full-time,,ELVARIDAH,Lagos,,https://ng.indeed.com/company/OptimumFoodie/jobs/Equity-Analyst-167f7d3f09949662?fccid=e5e21cd90b02cf88&vjs=3,167f7d3f09949662,EmployerActive 11 days ago,2023-11-21T10:48:19.030Z,"As an Equity Research Analyst, you will play a crucial role in conducting in-depth analysis and providing insights on financial markets so as to assist our…",ng.indeed.com/applystart?jk=167f7d3f09949662
Administrative Assistant,,,,National Institute of Information Technology...,Lagos,,https://ng.indeed.com/rc/clk?jk=701669dd0bcf460a&fccid=5e466b5f31bb6164&vjs=3,701669dd0bcf460a,PostedPosted 18 days ago,2023-11-21T10:48:19.030Z,"Plan meetings and take detailed minutes.
 Write and distribute email, correspondence memos, letters, faxes and forms.
 Submit and reconcile expense reports.",ng.indeed.com/applystart?jk=701669dd0bcf460a
IT Marketing Executive,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦250,000 - ₦350,000 a month",Full-time +1,,Alexander Marius,Lagos,,https://ng.indeed.com/company/Alexander-Marius/jobs/IT-Executive-86c129f6a2d385d2?fccid=f65cbf851b4305a4&vjs=3,86c129f6a2d385d2,EmployerActive 7 days ago,2023-11-21T10:48:19.030Z,"BSC/HND in Computer Science, Information Technology, or a related field.
 Minimum 5 years Experience in IT marketing.
 Be able to manage social media effectively.",ng.indeed.com/applystart?jk=86c129f6a2d385d2
Logistics Manager (Oil and Gas),,,,Elite Recruit Partners,Lagos,,https://ng.indeed.com/company/Elite-Recruit-Partners/jobs/Logistics-Manager-43c35f181842021a?fccid=2a8d1300e6a9a62f&vjs=3,43c35f181842021a,EmployerActive 22 days ago,2023-11-21T10:48:19.031Z,"The Logistics Manager in the oil and gas sector is a critical role responsible for overseeing the movement, storage, and distribution of materials, equipment,…",ng.indeed.com/applystart?jk=43c35f181842021a
Administrative Officer,,,,Dunn And Braxton Limited,Lagos,,https://ng.indeed.com/rc/clk?jk=4e45c50101b11dd4&fccid=a45fdca7459b2449&vjs=3,4e45c50101b11dd4,PostedPosted 20 days ago,2023-11-21T10:48:19.031Z,The Company is seeking to hire an Administrative Officer who will be responsible for providing administrative support to the organization.,ng.indeed.com/applystart?jk=4e45c50101b11dd4
Senior IT Manager,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦300,000 - ₦400,000 a month",Full-time,,Aquila Leasing Limited,Lagos,,https://ng.indeed.com/company/Aquila-leasing-limited/jobs/Senior-IT-Manager-4a012f8cd3023133?fccid=6dfd4099004c1e35&vjs=3,4a012f8cd3023133,PostedPosted 4 days ago,2023-11-21T10:48:19.031Z,"Managing IT staff by training employees, communicating job expectations, and monitoring performance.
 Monitoring daily operations, including server hardware,…",ng.indeed.com/applystart?jk=4a012f8cd3023133
Admin. Intern (NYSC),".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦30,000 a month",Full-time,,Prime Watermark Consulting,Lagos,,https://ng.indeed.com/rc/clk?cmp=Prime-Watermark-Consulting&ti=Admin.+Intern+%28nysc%29&jk=8a68f9660378892c&fccid=c47ed56b8e351165&vjs=3,8a68f9660378892c,EmployerActive 6 days ago,2023-11-21T10:48:19.032Z,"Qualification: HND/Bachelor's Degree in Business Administration or related fields.
 Lagos: Reliably commute or planning to relocate before starting work …",ng.indeed.com/applystart?jk=8a68f9660378892c
Employé Polyvalent (F/H) – Aix-En-Provence – La Duranne,,,,Appart'city,Lagos,,https://ng.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0SV4DgYhb81GT0p_rbfz7YYgnB2uVVPnvwqkWvtJaIYdYQTxOQpnMyNcKPtpvmWqT4zCWXYdSIrsWDxr8Sk7uVL3q9GZvxjJOiKNFcTLu1UNGWPequUJKdYEJbhx3LhvOZQftvjTaPdvK2LbKIgPokmqcBtydUCwc7zm3WiAgh3VpbMhPXFibg97Z_684G6z-5x7ojv0LTEPDO2EHJ2EoyJUdkq0UGnzRlHOMYpxDBtzs-x45pkE7X_qPnQgH9Sp78Gh_aCyoOox-ZLdLmDhaWcHPI4bXCMlfHZdlM6elzVELGM-vvjJ_izriWO5WFhG6CMfPWq-reOcl2HzcxsihIUltxGFOllLf2srnJHF_fyyFr5yGyULN6_rFocTzqtmkmVRfnbC6wFk6IuB33eWxbBofD-_u-khFma1D7HJ2kuTimYrga1MDcIxkNiP4chQ77E531Os-I4D38Iz5MXOa-cYKwJEON0BWGLuS34LUawG5KaOjCzLhsCSPQJ1sp9U6LMW_kTexPdZy7yoae54L1t845ahRJH56eEfwPDCeG6YxQYGCpOS6i2j92trh-M4Ni5TUUcvZyIUuIKahp5cnJodeNyqvP2HddesL4cIPgs-KuOspllvA&xkcb=SoBs-_M3I4n6_3ynWh0HbzkdCdPP&p=12&fvj=0&vjs=3,15f75d1edc573188,PostedPosted 30+ days ago,2023-11-21T10:48:19.032Z,"Quel que soit le poste, cette aventure humaine permet à chaque collaborateur d’être force de proposition dans l’amélioration du produit, mais aussi de faire…",ng.indeed.com/applystart?jk=15f75d1edc573188
Medical Sales Reps in Pharmaceutical Industry,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 - ₦200,000 a month",Full-time,,TYONEX NIGERIA LIMITED,Ilorin,,https://ng.indeed.com/company/TYONEX-NIGERIA-LTD/jobs/Medical-Sales-Executive-1965fb1c3e50b6d0?fccid=04d5e8f978f694af&vjs=3,1965fb1c3e50b6d0,PostedPosted 27 days ago,2023-11-21T10:48:19.032Z,"Ensuring the regional sales and non-sales objectives of the company are achieved and surpassed.
 Achieving the volume and margin growth for the region within the…",ng.indeed.com/applystart?jk=1965fb1c3e50b6d0
IT Administrator,,,,Watu,Lagos,,https://ng.indeed.com/rc/clk?jk=223eeaa3ce4c8c34&fccid=2bef1825bc02f7b0&vjs=3,223eeaa3ce4c8c34,PostedPosted 14 days ago,2023-11-21T10:48:19.033Z,"Excellent communication Skills: Speech, presentation and written communication.
 High attention to details and internal quality control, good organizational…",ng.indeed.com/applystart?jk=223eeaa3ce4c8c34
Sales Representatives,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 a month",Full-time,,Medpro Global Resources,Asaba,,https://ng.indeed.com/company/MEDPRO-GLOBAL-RESOURCES/jobs/Sales-Representative-3767622a3b1c3e9b?fccid=6444e5635429263b&vjs=3,3767622a3b1c3e9b,EmployerActive 6 days ago,2023-11-21T10:48:21.997Z,"Present, promote and sell products/services using solid arguments to existing and prospective customers.
 Perform cost-benefit and needs analysis of existing…",ng.indeed.com/applystart?jk=3767622a3b1c3e9b
IT Officer,,,,Aspom Travel Agency,Lagos,,https://ng.indeed.com/rc/clk?jk=88e5f9516c614164&fccid=2fdb7e45ea64ecb4&vjs=3,88e5f9516c614164,PostedPosted 19 days ago,2023-11-21T10:48:21.997Z,Aspom Travel Agency is a great travel deal company incorporated on the 2nd of February 2012 to provide support to people who wants to travel to any country in…,ng.indeed.com/applystart?jk=88e5f9516c614164
Personal Assistant,,,,Novella Africa Limited,Lagos,,https://ng.indeed.com/rc/clk?jk=9293c7aa70515566&fccid=8d62ecdf3c6563e4&vjs=3,9293c7aa70515566,PostedPosted 5 days ago,2023-11-21T10:48:21.998Z,"Novella Africa Limited - Our client, a global film manufacturing company in the flexible packaging industry, is recruiting to fill the position below:",ng.indeed.com/applystart?jk=9293c7aa70515566
Automotive Office Manager,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦400,000 a month",Full-time +3,,Open Road Auto Group,Lagos,,https://ng.indeed.com/company/Open-Road-Auto-Group/jobs/Office-Manager-e43f0f535955f259?fccid=e95203068af16417&vjs=3,e43f0f535955f259,EmployerActive 20 days ago,2023-11-21T10:48:21.998Z,"OPEN ROAD ACURA OF WAYNE.
 $5,000 Sign On Bonus Available.
 Responsible for identifying necessary vehicle service and performing the repair, service, and/or…",ng.indeed.com/applystart?jk=e43f0f535955f259
MARKET RESEARCH ANALYST,,,,ITH TRADING PARTNER LIMITED,Lagos,,https://ng.indeed.com/company/ITH-TRADING-PARTNER-LIMITED/jobs/Market-Researcher-6633356ca482a7e2?fccid=02ff074c7855b671&vjs=3,6633356ca482a7e2,PostedPosted 3 days ago,2023-11-21T10:48:21.998Z,Trading Partner Ltd. is a bridge that connects businesses and facilitates trade deals between companies from different countries worldwide.,ng.indeed.com/applystart?jk=6633356ca482a7e2
Kitchen Assistant,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦35,000 - ₦40,000 a month",Full-time,,Authentic Cuisine,Lekki,,https://ng.indeed.com/company/Authentic-Cuisine/jobs/Kitchen-Assistant-241ff17ab2a2522b?fccid=61b263eed8969014&vjs=3,241ff17ab2a2522b,EmployerActive 2 days ago,2023-11-21T10:48:21.999Z,"Assist with duties in and around the Kitchen.
 Leave in Lekki Marwa and environs.
 So do not apply if you don't stay in and around Lekki Marwa.",ng.indeed.com/applystart?jk=241ff17ab2a2522b
Remote Copywriter/Editor,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 - ₦120,000 a month",Full-time,,ExcelmindCyber,Lagos,,https://ng.indeed.com/company/ExcelmindCyber/jobs/Copywriter-bc61e03b05c24607?fccid=e9cfe791b35b6970&vjs=3,bc61e03b05c24607,EmployerActive 5 days ago,2023-11-21T10:48:21.999Z,"Job Title: Sales Copywriter/ Editor.
 Are you a wordsmith with a keen eye for detail?
 Do you have a passion for crafting compelling and persuasive copy that…",ng.indeed.com/applystart?jk=bc61e03b05c24607
FACADE CLEANER,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 - ₦100,000 a month",Full-time,,GLOBAL PROFILERS,Lagos,,https://ng.indeed.com/company/Global-Profilers/jobs/Cleaner-93bcf53782e11a08?fccid=88754972cd7decfd&vjs=3,93bcf53782e11a08,EmployerActive 4 days ago,2023-11-21T10:48:21.999Z,"JOB TITLE/ POSITION: FACADE CLEANER*.
 Global Profilers is a Recruitment & HR Services firm specialized in recruitment in Africa; we are currently looking for a…",ng.indeed.com/applystart?jk=93bcf53782e11a08
"Assets Accountant and Factory Accountant (FMCG, Agbara Ogun State)",".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦200,000 - ₦250,000 a month",Full-time,,Natural Prime Resources Nigeria Limited,Lagos,,https://ng.indeed.com/company/PrimeBiscoe-Nig.-Ltd/jobs/Accountant-e8e536d0043e6296?fccid=b4c7e321d048daa3&vjs=3,e8e536d0043e6296,EmployerActive 6 days ago,2023-11-21T10:48:22.000Z,"Record fixed asset acquisitions and dispositions in the accounting system.
 Track the compilation of project costs into fixed asset accounts, and close out those…",ng.indeed.com/applystart?jk=e8e536d0043e6296
Account Intern,,,,Giesecke+Devrient,Lagos,,https://ng.indeed.com/rc/clk?jk=f8b06fcf3cb26d58&fccid=99a6eefe9b0007ae&vjs=3,f8b06fcf3cb26d58,PostedPosted 30+ days ago,2023-11-21T10:48:22.000Z,"We are thrilled to announce an exciting opportunity for a Graduate Internship in our finance and controlling team.
 For gender balance, a female is preferred.",ng.indeed.com/applystart?jk=f8b06fcf3cb26d58
Real Estate Associate,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦80,000 - ₦120,000 a month",Full-time,,Nigerent,Lagos,,https://ng.indeed.com/company/Nigerent/jobs/Real-Estate-Associate-44f4d406064f9bb6?fccid=875cdb46afaa1250&vjs=3,44f4d406064f9bb6,EmployerActive 15 days ago,2023-11-21T10:48:22.001Z,"Assist clients in buying, selling, and renting properties.
 Conduct market research to determine property values and competitive prices.",ng.indeed.com/applystart?jk=44f4d406064f9bb6
Bartender/Mixologist,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦90,000 - ₦150,000 a month",Full-time,,IBIC Holdings,Lagos,,https://ng.indeed.com/company/IBIC-HOLDINGS/jobs/Mixologist-63359b17b199ae9f?fccid=8b8647d2c66a07cd&vjs=3,63359b17b199ae9f,EmployerActive 12 days ago,2023-11-21T10:48:22.001Z,"The Storekeeper is responsible for the efficient and organized management of inventory, stock, and supplies in a retail store or warehouse.",ng.indeed.com/applystart?jk=63359b17b199ae9f
Employé Polyvalent (F/H) – Aix-En-Provence – La Duranne,,,,Appart'city,Lagos,,https://ng.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0SV4DgYhb81GT0p_rbfz7YYgnB2uVVPnvwqkWvtJaIYdYQTxOQpnMyNcKPtpvmWqT4zCWXYdSIrsWDxr8Sk7uVL3q9GZvxjJOiKNFcTLu1UNGWPequUJKdYEJbhx3LhvOZQftvjTaPdvK2LbKIgPokmqcBtydUCwc7zm3WiAgh3VpbMhPXFibg97Z_684G6z-5x7ojv0LTB_uDvE1qRJnNTRWZUp1st8cqFMDkwDUsCvsq_-lwv0UoBveEzMHQlc8yaXWO-yC42yKkHPh_728XmNIVbhjSy_2MBvRKTHK_cAAhQDBp0YeZHXu--YzCYCD0mlJc7fRMppZPiYD_UT9QyZz8WdMOZZSZQ1M0RWSXGDVnVLGiX7w460ZLKXpMfVvfjsz9irhInU2zdKsTjmvUSpO0bzmUEU1ZydhFg3hmdKxATrEoT5qMrXvAbg-4zlId09UIkSOENCMUBd4HHL4t4pMu457qgF3d8Tr4jmUAz_YffsDpuKDf5QW65dJtLBvEzujPFdOD4dOzCSHYgbPOE8RSNDbXSKefaNDgrYavqqTD7Xg8ieTJIX3kOvHOkwKPPVKgts6LFAZDm8vUmNdn5ZA0iu6mAqfz_B2s7vlflTBGd9CruuW&xkcb=SoB6-_M3I4n6WgwsbR0HbzkdCdPP&p=12&fvj=0&vjs=3,15f75d1edc573188,PostedPosted 30+ days ago,2023-11-21T10:48:22.002Z,"Type de contrat CDD Temps partiel.
 Localisations Aix-En-Provence – La Duranne.
 Rejoindre Appart’City, c’est avant tout intégrer une aventure humaine.",ng.indeed.com/applystart?jk=15f75d1edc573188
BAR ATTENDANT,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦80,000 a month",Full-time,,West Africa Vocational Education (WAVE),Lekki,,https://ng.indeed.com/company/West-Africa-Vocational-Education-(WAVE)/jobs/Snack-Bar-Attendant-8beba72f7f4f8ae3?fccid=ce445a2c792dc459&vjs=3,8beba72f7f4f8ae3,EmployerActive 3 days ago,2023-11-21T10:48:22.002Z,"You remain focused throughout the day to ‘get the job done’ and learn everything about the Brand.
 Products to give a memorable experience grounded in confidence…",ng.indeed.com/applystart?jk=8beba72f7f4f8ae3
